OrderID,CustomerID,ExpiryDays,Product,Category,Price,Quantity,OrderDate,Revenue
516,C095,270.00,Rug,Home,2220.00,1,2023-02-24,2220.00
289,C082,315.00,Lamp,Home,750.00,3,2023-02-11,2250.00
588,C071,150.00,Moisturiser,Beauty,680.00,1,2023-10-30,680.00
474,C091,315.00,Rug,Home,2130.00,1,2023-08-02,2130.00
367,C077,255.00,Jacket,Fashion,9382.66,3,2023-01-24,28147.98
529,C122,240.00,T-shirt,Fashion,530.00,1,2023-03-18,530.00
221,C088,180.00,Serum,Beauty,1300.00,1,2023-08-11,1300.00
335,C068,195.00,Shoes,Sports,4220.00,2,2023-11-17,8440.00
507,C133,335.00,Tablet,Electronics,28360.00,3,2023-02-10,85080.00
520,C120,335.00,Headphones,Electronics,3450.00,1,2023-06-07,3450.00
255,C035,285.00,Sofa,Home,22630.00,1,2023-02-24,22630.00
251,C145,225.00,Jacket,Fashion,3630.00,4,2023-02-07,14520.00
375,C076,150.00,Serum,Beauty,1230.00,1,2023-12-04,1230.00
390,C040,255.00,Mixer,Home,3120.00,3,2023-12-02,9360.00
388,C012,285.00,Rug,Home,2210.00,3,2023-06-05,6630.00
370,C062,150.00,Lipstick,Beauty,410.00,1,2023-10-26,410.00
259,C110,365.00,Headphones,Electronics,3050.00,1,2023-02-27,3050.00
249,C067,150.00,Sunscreen,Beauty,470.00,1,2023-06-10,470.00
545,C066,210.00,Jeans,Fashion,1690.00,2,2023-04-20,3380.00
436,C038,270.00,Curtains,Home,1280.00,1,2023-03-16,1280.00
453,C109,135.00,Perfume,Beauty,2610.00,1,2023-01-10,2610.00
222,C068,320.00,Headphones,Electronics,2550.00,4,2023-04-02,10200.00
514,C016,180.00,Dumbbells,Sports,1970.00,1,2023-08-01,1970.00
361,C085,365.00,Camera,Electronics,51280.00,3,2023-08-14,153840.00
477,C096,210.00,Shoes,Sports,4160.00,1,2023-01-09,4160.00
392,C061,350.00,Headphones,Electronics,2950.00,3,2023-02-20,8850.00
494,C072,255.00,Rug,Home,2360.00,1,2023-02-28,2360.00
614,C062,240.00,Shoes,Fashion,2010.00,1,2023-09-27,2010.00
544,C038,225.00,Dumbbells,Sports,2270.00,1,2023-05-28,2270.00
458,C012,180.00,Moisturiser,Beauty,750.00,1,2023-12-13,750.00
509,C129,285.00,Mixer,Home,3230.00,2,2023-10-31,6460.00
350,C080,135.00,Moisturiser,Beauty,740.00,1,2023-10-10,740.00
331,C016,225.00,Dumbbells,Sports,2040.00,2,2023-02-20,4080.00
352,C075,365.00,Headphones,Electronics,3390.00,1,2023-05-20,3390.00
560,C025,270.00,Sofa,Home,19400.00,1,2023-03-13,19400.00
300,C139,330.00,Sofa,Home,19820.00,1,2023-06-29,19820.00
573,C079,,Watch,Fashion,9382.66,2,2023-07-22,18765.32
288,C062,255.00,Mixer,Home,3190.00,1,2023-02-09,3190.00
531,C131,300.00,Mixer,Home,3040.00,1,2023-12-29,3040.00
322,C135,270.00,Mixer,Home,3660.00,1,2023-02-21,3660.00
470,C141,285.00,Lamp,Home,880.00,3,2023-11-08,2640.00
221,C088,,Serum,Beauty,1300.00,1,2023-08-11,1300.00
389,C138,240.00,Shoes,Sports,3520.00,1,2023-08-21,3520.00
272,C112,320.00,Tablet,Electronics,21580.00,1,2023-10-03,21580.00
307,C145,195.00,Perfume,Beauty,2720.00,2,2023-06-27,5440.00
471,C074,180.00,Lipstick,Beauty,350.00,1,2023-03-04,350.00
549,C036,210.00,Shoes,Sports,4220.00,1,2023-10-09,4220.00
303,C120,270.00,Watch,Fashion,5670.00,2,2023-07-08,11340.00
